Gene Ensembl ID,2020 Gene Name,2024 Gene Name,2020 Gene Type,2024 Gene Type
ENSMUSG00000111853,Gm31408,Gm31408,lncRNA,lncRNA
ENSMUSG00000111854,Gm48740,Gm48740,lncRNA,lncRNA
ENSMUSG00000111856,6530413G14Rik,6530413G14Rik,lncRNA,lncRNA
ENSMUSG00000111857,1190001M18Rik,1190001M18Rik,lncRNA,lncRNA
ENSMUSG00000111858,Gm48277,Gm48277,lncRNA,lncRNA
ENSMUSG00000111862,Gm47828,Gm47828,lncRNA,lncRNA
ENSMUSG00000111863,Olfr347,Or1j18,protein_coding,protein_coding
ENSMUSG00000111866,E130101E03Rik,E130101E03Rik,lncRNA,lncRNA
ENSMUSG00000111867,Gm31013,Gm31013,lncRNA,lncRNA
ENSMUSG00000111868,Gm47398,Gm47398,lncRNA,lncRNA
ENSMUSG00000111869,Olfr342,Or1j14,protein_coding,protein_coding
ENSMUSG00000111871,Gm47557,Gm47557,lncRNA,lncRNA
ENSMUSG00000111873,Gm39463,Gm39463,lncRNA,lncRNA
ENSMUSG00000111874,Gm36539,Gm36539,lncRNA,lncRNA
ENSMUSG00000111878,Gm47777,Gm47777,lncRNA,lncRNA
ENSMUSG00000111883,Gm31182,Gm31182,lncRNA,lncRNA
ENSMUSG00000111885,Gm35326,Gm35326,lncRNA,lncRNA
ENSMUSG00000111888,Gm46212,Gm46212,lncRNA,lncRNA
ENSMUSG00000111889,Gm48071,Gm48071,lncRNA,lncRNA
ENSMUSG00000111894,Gm47843,Gm47843,lncRNA,lncRNA
ENSMUSG00000111895,Gm47252,Gm47252,lncRNA,lncRNA
ENSMUSG00000111903,4930458K08Rik,4930458K08Rik,lncRNA,lncRNA
ENSMUSG00000111905,Gm48045,Gm48045,lncRNA,lncRNA
ENSMUSG00000111907,Gm48202,Gm48202,lncRNA,lncRNA
ENSMUSG00000111912,Gm48521,Gm48521,lncRNA,lncRNA
ENSMUSG00000111915,Gm3285,Gm3285,protein_coding,protein_coding
ENSMUSG00000111916,4921501I09Rik,4921501I09Rik,lncRNA,lncRNA
ENSMUSG00000111922,Gm47760,Gm47760,lncRNA,lncRNA
ENSMUSG00000111923,Gm34777,Gm34777,lncRNA,lncRNA
ENSMUSG00000111924,4930556N09Rik,4930556N09Rik,lncRNA,lncRNA
ENSMUSG00000111925,Gm48791,Gm48791,lncRNA,lncRNA
ENSMUSG00000111926,Gm46204,Gm46204,lncRNA,lncRNA
ENSMUSG00000111927,Gm47770,Gm47770,lncRNA,lncRNA
ENSMUSG00000111929,Gm48780,Gm48780,lncRNA,lncRNA
ENSMUSG00000111933,Gm36660,Gm36660,lncRNA,lncRNA
ENSMUSG00000111936,Gm47540,Gm47540,lncRNA,lncRNA
ENSMUSG00000111938,2900045O20Rik,2900045O20Rik,lncRNA,lncRNA
ENSMUSG00000111941,Gm33263,Gm33263,lncRNA,lncRNA
ENSMUSG00000111947,Gm47438,Gm47438,lncRNA,lncRNA
ENSMUSG00000111950,Gm48893,Gm48893,lncRNA,lncRNA
ENSMUSG00000111952,Gm4489,Gm4489,lncRNA,lncRNA
ENSMUSG00000111960,Gm46349,Gm46349,lncRNA,lncRNA
ENSMUSG00000111961,Gm47966,Gm47966,lncRNA,lncRNA
ENSMUSG00000111962,Gm20110,Gm20110,lncRNA,lncRNA
ENSMUSG00000111963,Gm32283,Gm32283,lncRNA,lncRNA
ENSMUSG00000111970,Gm47715,Gm47715,lncRNA,lncRNA
ENSMUSG00000111971,Gm48678,Gm48678,lncRNA,lncRNA
ENSMUSG00000111977,Gm47163,Gm47163,lncRNA,lncRNA
ENSMUSG00000111982,Gm35135,Gm35135,lncRNA,lncRNA
ENSMUSG00000111986,1700008C04Rik,1700008C04Rik,lncRNA,lncRNA
ENSMUSG00000111987,Gm48809,Gm48809,lncRNA,lncRNA
ENSMUSG00000111990,Gm47033,Gm47033,lncRNA,lncRNA
ENSMUSG00000111994,A330049N07Rik,A330049N07Rik,lncRNA,lncRNA
ENSMUSG00000111995,Gm48697,Gm48697,lncRNA,lncRNA
ENSMUSG00000112000,Gm47956,Gm47956,lncRNA,lncRNA
ENSMUSG00000112006,Gm48633,Gm48633,lncRNA,lncRNA
ENSMUSG00000112009,Gm48591,Gm48591,lncRNA,lncRNA
ENSMUSG00000112014,Gm48435,Gm48435,lncRNA,lncRNA
ENSMUSG00000112016,Gm31267,Gm31267,lncRNA,lncRNA
ENSMUSG00000112019,Gm48748,Gm48748,lncRNA,lncRNA
ENSMUSG00000112023,Lilr4b,Lilrb4b,protein_coding,protein_coding
ENSMUSG00000112027,Gm9045,Gm9045,protein_coding,protein_coding
ENSMUSG00000112028,1700113B09Rik,1700113B09Rik,lncRNA,lncRNA
ENSMUSG00000112029,Gm33337,Gm33337,lncRNA,lncRNA
ENSMUSG00000112030,Gm35189,Gm35189,lncRNA,lncRNA
ENSMUSG00000112032,Gm48036,Gm48036,lncRNA,lncRNA
ENSMUSG00000112035,Gm49335,Gm30539,lncRNA,lncRNA
ENSMUSG00000112039,Gm5136,Brcc3dc,protein_coding,protein_coding
ENSMUSG00000112040,Gm47396,Gm47396,lncRNA,lncRNA
ENSMUSG00000112041,9530020I12Rik,9530020I12Rik,lncRNA,lncRNA
ENSMUSG00000112053,Gm46328,Gm46328,lncRNA,lncRNA
ENSMUSG00000112054,Gm33680,Gm33680,lncRNA,lncRNA
ENSMUSG00000112055,Gm48773,Gm48773,lncRNA,lncRNA
ENSMUSG00000112058,Gm47593,Gm47593,lncRNA,lncRNA
ENSMUSG00000112060,Gm48279,Gm48279,lncRNA,lncRNA
ENSMUSG00000112071,5430401H09Rik,5430401H09Rik,lncRNA,lncRNA
ENSMUSG00000112073,Gm47101,Gm47101,lncRNA,lncRNA
ENSMUSG00000112074,Gm48278,Gm48278,lncRNA,lncRNA
ENSMUSG00000112080,Gm47595,Gm47595,lncRNA,lncRNA
ENSMUSG00000112082,Gm35035,Gm35035,lncRNA,lncRNA
ENSMUSG00000112083,Gm47107,Gm47107,lncRNA,lncRNA
ENSMUSG00000112087,Gm40765,Gm40765,lncRNA,lncRNA
ENSMUSG00000112089,Gm47712,Gm47712,lncRNA,lncRNA
ENSMUSG00000112093,Gm47941,Gm47941,lncRNA,lncRNA
ENSMUSG00000112095,A130077B15Rik,Sros1,lncRNA,lncRNA
ENSMUSG00000112097,Gm32515,Gm32515,lncRNA,lncRNA
ENSMUSG00000112102,Gm32105,Gm32105,lncRNA,lncRNA
ENSMUSG00000112103,Gm47018,Gm47018,lncRNA,lncRNA
ENSMUSG00000112104,Gm35722,Gm35722,lncRNA,lncRNA
ENSMUSG00000112108,4930551I15Rik,4930551I15Rik,lncRNA,lncRNA
ENSMUSG00000112109,Gm30906,Gm30906,lncRNA,lncRNA
ENSMUSG00000112110,Gm15608,Gm15608,lncRNA,lncRNA
ENSMUSG00000112112,Gm48508,Gm48508,lncRNA,lncRNA
ENSMUSG00000112113,Gm47698,Gm47698,lncRNA,lncRNA
ENSMUSG00000112117,Rmst,Rmst,lncRNA,lncRNA
ENSMUSG00000112120,Gm32255,Gm32255,lncRNA,lncRNA
ENSMUSG00000112121,C230072F16Rik,C230072F16Rik,lncRNA,lncRNA
ENSMUSG00000112125,Gm48024,Gm48024,lncRNA,lncRNA
ENSMUSG00000112126,Gm34544,Gm34544,lncRNA,lncRNA
ENSMUSG00000112129,Pbld1,Pbld1,protein_coding,protein_coding
ENSMUSG00000112130,Gm47839,Gm47839,lncRNA,lncRNA
ENSMUSG00000112131,Gm48724,Gm48724,lncRNA,lncRNA
ENSMUSG00000112132,Gm36229,Gm36229,lncRNA,lncRNA
ENSMUSG00000112134,Gm40723,Gm40723,lncRNA,lncRNA
ENSMUSG00000112137,Gm47865,Gm47865,lncRNA,lncRNA
ENSMUSG00000112139,Gm47431,Gm47431,lncRNA,lncRNA
ENSMUSG00000112141,4930563J15Rik,4930563J15Rik,lncRNA,lncRNA
ENSMUSG00000112143,Gm35721,Gm35721,lncRNA,lncRNA
ENSMUSG00000112144,Gm47861,Gm47861,lncRNA,lncRNA
ENSMUSG00000112146,Gm46210,Gm46210,lncRNA,lncRNA
ENSMUSG00000112148,Lilrb4a,Lilrb4a,protein_coding,protein_coding
ENSMUSG00000112150,9530018F02Rik,9530018F02Rik,lncRNA,lncRNA
ENSMUSG00000112151,Gm48680,Gm48680,lncRNA,lncRNA
ENSMUSG00000112153,Gm47591,Gm47591,lncRNA,lncRNA
ENSMUSG00000112155,4930477N07Rik,4930477N07Rik,lncRNA,lncRNA
ENSMUSG00000112156,Gm48723,Gm48723,lncRNA,lncRNA
ENSMUSG00000112157,4930545H06Rik,4930545H06Rik,lncRNA,lncRNA
ENSMUSG00000112160,BC024063,BC024063,protein_coding,protein_coding
ENSMUSG00000112161,Gm34045,Gm34045,lncRNA,lncRNA
ENSMUSG00000112164,Gm19990,Gm19990,lncRNA,lncRNA
ENSMUSG00000112166,Gm47948,Gm47948,lncRNA,lncRNA
ENSMUSG00000112168,Gm34776,Gm34776,lncRNA,lncRNA
ENSMUSG00000112170,Gm9508,Gm9508,protein_coding,protein_coding
ENSMUSG00000112172,Gm32172,Gm32172,lncRNA,lncRNA
ENSMUSG00000112174,Gm48535,Gm48535,lncRNA,lncRNA
ENSMUSG00000112175,4930452L12Rik,4930452L12Rik,lncRNA,lncRNA
ENSMUSG00000112183,Gm48306,Gm48306,lncRNA,lncRNA
ENSMUSG00000112187,Gm6993,Gm6993,protein_coding,protein_coding
ENSMUSG00000112188,Gm47708,Gm47708,lncRNA,lncRNA
ENSMUSG00000112189,C730027H18Rik,C730027H18Rik,lncRNA,lncRNA
ENSMUSG00000112192,Gm48341,Gm48341,lncRNA,lncRNA
ENSMUSG00000112198,Gm4065,Gm4065,lncRNA,lncRNA
ENSMUSG00000112201,4930532I03Rik,4930532I03Rik,lncRNA,lncRNA
ENSMUSG00000112202,Gm31181,Gm31181,lncRNA,lncRNA
ENSMUSG00000112206,Gm30228,Gm30228,lncRNA,lncRNA
ENSMUSG00000112208,Gm40797,Gm40797,lncRNA,lncRNA
ENSMUSG00000112210,4930407I19Rik,4930407I19Rik,lncRNA,lncRNA
ENSMUSG00000112211,Gm47682,Gm47682,lncRNA,lncRNA
ENSMUSG00000112212,Gm46189,Gm46189,lncRNA,lncRNA
ENSMUSG00000112213,4930555G07Rik,4930555G07Rik,lncRNA,lncRNA
ENSMUSG00000112216,Gm32717,Gm32717,protein_coding,protein_coding
ENSMUSG00000112219,Gm31904,Gm31904,lncRNA,lncRNA
ENSMUSG00000112220,Gm36208,Gm36208,lncRNA,lncRNA
ENSMUSG00000112223,Krtap10-10,Krtap10-10,protein_coding,protein_coding
ENSMUSG00000112224,Gm47944,Gm47944,lncRNA,lncRNA
ENSMUSG00000112225,Gm48854,Gm48854,lncRNA,lncRNA
ENSMUSG00000112227,C330004P14Rik,C330004P14Rik,lncRNA,lncRNA
ENSMUSG00000112228,Gm47524,Gm47524,lncRNA,lncRNA
ENSMUSG00000112229,Gm48086,Gm48086,lncRNA,lncRNA
ENSMUSG00000112230,Ifngas1,Ifngas1,lncRNA,lncRNA
ENSMUSG00000112232,Gm48578,Gm48578,lncRNA,lncRNA
ENSMUSG00000112234,Gm48427,Gm48427,lncRNA,lncRNA
ENSMUSG00000112238,Gm48844,Gm48844,lncRNA,lncRNA
ENSMUSG00000112242,Gm10747,Gm10747,lncRNA,lncRNA
ENSMUSG00000112246,Gm40761,Gm40761,lncRNA,lncRNA
ENSMUSG00000112249,Gm30262,Gm30262,lncRNA,lncRNA
ENSMUSG00000112252,Gm32802,Gm32802,protein_coding,protein_coding
ENSMUSG00000112258,Gm10165,Gm10165,lncRNA,lncRNA
ENSMUSG00000112261,Gm47599,Gm47599,lncRNA,lncRNA
ENSMUSG00000112264,Gm48505,Gm48505,lncRNA,lncRNA
ENSMUSG00000112265,Gm34983,Gm34983,lncRNA,lncRNA
ENSMUSG00000112266,Gm48843,Gm48843,lncRNA,lncRNA
ENSMUSG00000112267,Gm47903,Gm47903,lncRNA,lncRNA
ENSMUSG00000112270,Gm47613,4930594A02Rik,lncRNA,lncRNA
ENSMUSG00000112274,Gm47525,Gm47525,lncRNA,lncRNA
ENSMUSG00000112275,Gm47078,Gm47078,lncRNA,lncRNA
ENSMUSG00000112276,5033421B08Rik,5033421B08Rik,lncRNA,lncRNA
ENSMUSG00000112277,Gm48867,Gm48867,lncRNA,lncRNA
ENSMUSG00000112278,Gm30025,Gm30025,lncRNA,lncRNA
ENSMUSG00000112280,A830082N09Rik,A830082N09Rik,lncRNA,lncRNA
ENSMUSG00000112281,Gm47226,Gm47226,lncRNA,lncRNA
ENSMUSG00000112283,Gm36719,Gm36719,lncRNA,lncRNA
ENSMUSG00000112284,Gm48845,Gm48845,lncRNA,lncRNA
ENSMUSG00000112285,Gm50278,Scarna3b,lncRNA,lncRNA
ENSMUSG00000112286,Gm47561,Gm47561,lncRNA,lncRNA
ENSMUSG00000112288,Gm47879,Gm47879,lncRNA,lncRNA
ENSMUSG00000112289,1110019B22Rik,1110019B22Rik,lncRNA,lncRNA
ENSMUSG00000112290,Gm33782,Gm33782,lncRNA,lncRNA
ENSMUSG00000112291,Gm48276,Gm48276,lncRNA,lncRNA
ENSMUSG00000112294,Gm4129,Gm4129,lncRNA,lncRNA
ENSMUSG00000112302,Gm48226,Gm48226,lncRNA,lncRNA
ENSMUSG00000112303,Gm48759,Gm48759,lncRNA,lncRNA
ENSMUSG00000112304,Gm35206,Gm35206,lncRNA,lncRNA
ENSMUSG00000112308,Gm48512,Gm48512,lncRNA,lncRNA
ENSMUSG00000112314,Gm49454,Gm49454,lncRNA,lncRNA
ENSMUSG00000112319,Gm47221,Gm47221,lncRNA,lncRNA
ENSMUSG00000112320,Gm48022,Gm48022,lncRNA,lncRNA
ENSMUSG00000112323,Gm32828,Gm32828,lncRNA,lncRNA
ENSMUSG00000112324,Gm47939,Gm47939,lncRNA,lncRNA
ENSMUSG00000112327,Gm36827,Gm36827,lncRNA,lncRNA
ENSMUSG00000112331,Gm33035,Gm33035,lncRNA,lncRNA
ENSMUSG00000112333,1700048P04Rik,1700048P04Rik,lncRNA,lncRNA
ENSMUSG00000112336,Gm47766,Gm47766,lncRNA,lncRNA
ENSMUSG00000112337,Gm47614,Gm47614,lncRNA,lncRNA
ENSMUSG00000112342,Gm47031,Gm47031,lncRNA,lncRNA
ENSMUSG00000112343,Sfta3-ps,Sfta3-ps,lncRNA,lncRNA
ENSMUSG00000112344,Gm32141,Gm32141,lncRNA,lncRNA
ENSMUSG00000112345,Gm40652,Gm40652,lncRNA,lncRNA
ENSMUSG00000112346,Gm48768,Gm48768,lncRNA,lncRNA
ENSMUSG00000112347,Gm47257,Gm47257,lncRNA,lncRNA
ENSMUSG00000112348,Gm36634,Gm36634,lncRNA,lncRNA
ENSMUSG00000112350,Gm47697,Gm47697,lncRNA,lncRNA
ENSMUSG00000112352,Gm40617,Gm40617,lncRNA,lncRNA
ENSMUSG00000112353,Gm40418,Gm40418,lncRNA,lncRNA
ENSMUSG00000112354,Gm33843,Gm33843,lncRNA,lncRNA
ENSMUSG00000112360,Gm48614,Gm48614,lncRNA,lncRNA
ENSMUSG00000112366,C730027H18Rik,C730027H18Rik,lncRNA,lncRNA
ENSMUSG00000112372,Gm48779,Gm48779,lncRNA,lncRNA
ENSMUSG00000112374,Gm48072,Gm48072,lncRNA,lncRNA
ENSMUSG00000112375,Gm38560,Gm38560,lncRNA,lncRNA
ENSMUSG00000112376,Gm40649,Gm40649,lncRNA,lncRNA
ENSMUSG00000112379,Gm47900,Gm47900,lncRNA,lncRNA
ENSMUSG00000112380,Gm9736,Gm9736,protein_coding,protein_coding
ENSMUSG00000112383,Gm47895,Gm47895,lncRNA,lncRNA
ENSMUSG00000112384,Gm34921,Gm34921,lncRNA,lncRNA
ENSMUSG00000112386,Gm47752,Gm47752,lncRNA,lncRNA
ENSMUSG00000112387,1700021G15Rik,1700021G15Rik,lncRNA,lncRNA
ENSMUSG00000112388,AI463170,AI463170,lncRNA,lncRNA
ENSMUSG00000112390,Gm20208,Gm20208,lncRNA,lncRNA
ENSMUSG00000112392,Gm35240,Gm35240,lncRNA,lncRNA
ENSMUSG00000112397,Gm10824,Gm10824,lncRNA,lncRNA
ENSMUSG00000112398,9230102K24Rik,9230102K24Rik,lncRNA,lncRNA
ENSMUSG00000112399,Gm32235,Gm32235,lncRNA,lncRNA
ENSMUSG00000112400,Gm47725,Gm47725,lncRNA,lncRNA
ENSMUSG00000112404,Gm32442,Gm32442,lncRNA,lncRNA
ENSMUSG00000112406,4921515L22Rik,4921515L22Rik,lncRNA,lncRNA
ENSMUSG00000112407,Gm33340,Gm33340,lncRNA,lncRNA
ENSMUSG00000112410,B230217J21Rik,B230217J21Rik,lncRNA,lncRNA
ENSMUSG00000112412,Gm35239,Gm35239,lncRNA,lncRNA
ENSMUSG00000112414,Gm34609,Gm34609,lncRNA,lncRNA
ENSMUSG00000112416,Gm47028,Gm47028,lncRNA,lncRNA
ENSMUSG00000112419,Gm9044,Gm9044,protein_coding,protein_coding
ENSMUSG00000112421,4933406B15Rik,4933406B15Rik,lncRNA,lncRNA
ENSMUSG00000112422,Gm31938,Gm31938,lncRNA,lncRNA
ENSMUSG00000112425,Gm47896,Gm47896,lncRNA,lncRNA
ENSMUSG00000112426,Gm47200,Gm47200,lncRNA,lncRNA
ENSMUSG00000112429,Gm47093,Gm47093,lncRNA,lncRNA
ENSMUSG00000112430,Gm30624,Gm30624,lncRNA,lncRNA
ENSMUSG00000112433,Gm30122,Gm30122,lncRNA,lncRNA
ENSMUSG00000112437,Gm35188,Gm35188,lncRNA,lncRNA
ENSMUSG00000112439,Gm33336,Gm33336,lncRNA,lncRNA
ENSMUSG00000112441,Gm48898,Gm48898,lncRNA,lncRNA
ENSMUSG00000112444,4930401C15Rik,4930401C15Rik,lncRNA,lncRNA
ENSMUSG00000112449,Srp54b,Srp54b,protein_coding,protein_coding
ENSMUSG00000112452,Gm48075,Gm48075,lncRNA,lncRNA
ENSMUSG00000112454,Gm48619,Gm48619,lncRNA,lncRNA
ENSMUSG00000112458,Gm40773,Gm40773,lncRNA,lncRNA
ENSMUSG00000112459,Gm47689,Gm47689,lncRNA,lncRNA
ENSMUSG00000112462,Gm48772,Gm48772,lncRNA,lncRNA
ENSMUSG00000112466,Gm29674,Gm29674,lncRNA,lncRNA
ENSMUSG00000112469,Gm47823,Gm47823,lncRNA,lncRNA
ENSMUSG00000112470,5330439M10Rik,5330439M10Rik,lncRNA,lncRNA
ENSMUSG00000112476,Gm32365,Gm32365,lncRNA,lncRNA
ENSMUSG00000112477,Gm48657,Gm48657,lncRNA,lncRNA
ENSMUSG00000112478,Gm47761,Gm47761,lncRNA,lncRNA
ENSMUSG00000112481,Gm29684,Gm29684,lncRNA,lncRNA
ENSMUSG00000112482,1700025K04Rik,1700025K04Rik,lncRNA,lncRNA
ENSMUSG00000112484,4930473O22Rik,4930473O22Rik,lncRNA,lncRNA
ENSMUSG00000112485,Gm47631,Gm47631,lncRNA,lncRNA
ENSMUSG00000112488,Gm33981,Gm33981,lncRNA,lncRNA
ENSMUSG00000112489,9230116L04Rik,9230116L04Rik,lncRNA,lncRNA
ENSMUSG00000112493,4930486F22Rik,4930486F22Rik,lncRNA,lncRNA
ENSMUSG00000112495,Gm9048,Gm9048,protein_coding,protein_coding
ENSMUSG00000112496,Gm48764,Gm48764,lncRNA,lncRNA
ENSMUSG00000112497,4930525C09Rik,4930525C09Rik,lncRNA,lncRNA
ENSMUSG00000112498,Gm47691,Gm47691,lncRNA,lncRNA
ENSMUSG00000112500,4933411E08Rik,4933411E08Rik,lncRNA,lncRNA
ENSMUSG00000112501,Gm33091,Gm33091,lncRNA,lncRNA
ENSMUSG00000112505,Gm48610,Gm48610,lncRNA,lncRNA
ENSMUSG00000112510,Gm47566,Gm47566,lncRNA,lncRNA
ENSMUSG00000112513,4930422I22Rik,4930422I22Rik,lncRNA,lncRNA
ENSMUSG00000112514,Gm47897,Gm47897,lncRNA,lncRNA
ENSMUSG00000112517,Gm48001,Gm48001,lncRNA,lncRNA
ENSMUSG00000112519,Gm47671,Gm47671,lncRNA,lncRNA
ENSMUSG00000112524,Gm35274,Gm35274,lncRNA,lncRNA
ENSMUSG00000112526,Gm35865,Gm35865,lncRNA,lncRNA
ENSMUSG00000112527,Gm35696,Gm35696,lncRNA,lncRNA
ENSMUSG00000112530,Gm47738,Gm47738,lncRNA,lncRNA
ENSMUSG00000112532,Gm36283,Gm36283,lncRNA,lncRNA
ENSMUSG00000112533,Gm20758,Gm20758,lncRNA,lncRNA
ENSMUSG00000112535,Gm47425,Gm47425,lncRNA,lncRNA
ENSMUSG00000112538,Gm47667,Gm47667,lncRNA,lncRNA
ENSMUSG00000112539,Gm40787,Gm40787,lncRNA,lncRNA
ENSMUSG00000112540,Gm47461,Gm47461,lncRNA,lncRNA
ENSMUSG00000112544,Gm48089,Gm48089,lncRNA,lncRNA
ENSMUSG00000112545,1300014J16Rik,1300014J16Rik,lncRNA,lncRNA
ENSMUSG00000112547,Gm47096,Gm47096,lncRNA,lncRNA
ENSMUSG00000112549,Gm35818,Gm35818,lncRNA,lncRNA
ENSMUSG00000112552,Gm36065,Gm36065,lncRNA,lncRNA
ENSMUSG00000112554,Gm47224,Gm47224,lncRNA,lncRNA
ENSMUSG00000112555,Gm47027,Gm47027,lncRNA,lncRNA
ENSMUSG00000112558,Gm32364,Gm32364,lncRNA,lncRNA
ENSMUSG00000112564,Gm47419,Gm47419,lncRNA,lncRNA
ENSMUSG00000112569,Gm33111,Gm33111,lncRNA,lncRNA
ENSMUSG00000112573,Gm48324,Gm48324,lncRNA,lncRNA
ENSMUSG00000112578,Gm33308,Gm33308,lncRNA,lncRNA
ENSMUSG00000112581,1700022H01Rik,1700022H01Rik,lncRNA,lncRNA
ENSMUSG00000112586,Gm6729,Gm6729,lncRNA,lncRNA
ENSMUSG00000112587,Gm47769,Gm47769,lncRNA,lncRNA
ENSMUSG00000112593,Gm48882,Gm48882,lncRNA,lncRNA
ENSMUSG00000112598,Gm40552,Gm40552,lncRNA,lncRNA
ENSMUSG00000112599,Gm47719,Gm47719,lncRNA,lncRNA
ENSMUSG00000112600,Gm49918,Gm49918,protein_coding,protein_coding
ENSMUSG00000112607,Gm33979,Gm33979,lncRNA,lncRNA
ENSMUSG00000112609,Gm47480,Gm47480,lncRNA,lncRNA
ENSMUSG00000112610,Gm30165,Gm30165,lncRNA,lncRNA
ENSMUSG00000112611,Glipr1l3,Glipr1l3,protein_coding,protein_coding
ENSMUSG00000112619,1700030E10Rik,1700030E10Rik,lncRNA,lncRNA
ENSMUSG00000112627,4933412E12Rik,4933412E12Rik,lncRNA,lncRNA
ENSMUSG00000112629,Gm47771,Gm47771,lncRNA,lncRNA
ENSMUSG00000112630,Gm36908,Gm36908,lncRNA,lncRNA
ENSMUSG00000112635,Gm47397,Gm47397,lncRNA,lncRNA
ENSMUSG00000112636,Gm47223,Gm47223,lncRNA,lncRNA
ENSMUSG00000112639,A730063M14Rik,A730063M14Rik,lncRNA,lncRNA
ENSMUSG00000112640,Gm32687,Gm32687,protein_coding,protein_coding
ENSMUSG00000112641,Gm40709,Gm40709,lncRNA,lncRNA
ENSMUSG00000112647,Gm5427,Gm5427,lncRNA,lncRNA
ENSMUSG00000112652,4921516A02Rik,4921516A02Rik,lncRNA,lncRNA
ENSMUSG00000112653,Gm36176,Gm36176,protein_coding,protein_coding
ENSMUSG00000112654,4930455C13Rik,4930455C13Rik,lncRNA,lncRNA
ENSMUSG00000112659,Gm40646,Gm40646,lncRNA,lncRNA
ENSMUSG00000112662,Gm47922,Gm47922,lncRNA,lncRNA
ENSMUSG00000112663,C630031E19Rik,C630031E19Rik,lncRNA,lncRNA
ENSMUSG00000112666,Gm48485,Gm48485,lncRNA,lncRNA
ENSMUSG00000112669,Gm48689,Gm48689,lncRNA,lncRNA
ENSMUSG00000112674,Gm47459,Gm47459,lncRNA,lncRNA
ENSMUSG00000112679,Gm40603,Gm40603,lncRNA,lncRNA
ENSMUSG00000112681,Gm47622,Gm47622,lncRNA,lncRNA
ENSMUSG00000112684,Gm47958,Gm47958,lncRNA,lncRNA
ENSMUSG00000112685,Gm40421,Gm40421,lncRNA,lncRNA
ENSMUSG00000112694,Gm33037,Gm33037,lncRNA,lncRNA
ENSMUSG00000112700,Gm48757,Gm48757,lncRNA,lncRNA
ENSMUSG00000112701,2310002D06Rik,2310002D06Rik,lncRNA,lncRNA
ENSMUSG00000112704,Gm46329,Gm46329,lncRNA,lncRNA
ENSMUSG00000112705,Gm47552,Gm47552,lncRNA,lncRNA
ENSMUSG00000112707,D830005E20Rik,D830005E20Rik,lncRNA,lncRNA
ENSMUSG00000112709,Gm19395,Gm19395,lncRNA,lncRNA
ENSMUSG00000112711,Gm32552,Gm32552,lncRNA,lncRNA
ENSMUSG00000112713,Gm48281,Gm48281,lncRNA,lncRNA
ENSMUSG00000112716,4930471E19Rik,4930471E19Rik,lncRNA,lncRNA
ENSMUSG00000112721,Gm35608,Gm35608,lncRNA,lncRNA
ENSMUSG00000112722,Gm3942,Gm3942,lncRNA,lncRNA
ENSMUSG00000112726,Gm47531,Gm47531,lncRNA,lncRNA
ENSMUSG00000112728,Gm48903,Gm48903,lncRNA,lncRNA
ENSMUSG00000112730,4930567K20Rik,4930567K20Rik,lncRNA,lncRNA
ENSMUSG00000112731,Gm47739,Gm47739,lncRNA,lncRNA
ENSMUSG00000112732,Gm47343,Gm47343,lncRNA,lncRNA
ENSMUSG00000112733,Gm40650,Gm40650,lncRNA,lncRNA
ENSMUSG00000112734,Gm47644,Gm47644,lncRNA,lncRNA
ENSMUSG00000112739,Gm20597,Gm20597,lncRNA,lncRNA
ENSMUSG00000112742,Gm31793,Gm31793,lncRNA,lncRNA
ENSMUSG00000112745,Gm48025,Gm48025,lncRNA,lncRNA
ENSMUSG00000112747,Gm48721,Gm48721,lncRNA,lncRNA
ENSMUSG00000112749,Gm48428,Gm48428,lncRNA,lncRNA
ENSMUSG00000112751,Gm48084,Gm48084,lncRNA,lncRNA
ENSMUSG00000112752,Gm48021,Gm48021,lncRNA,lncRNA
ENSMUSG00000112753,4930423D24Rik,4930423D24Rik,lncRNA,lncRNA
ENSMUSG00000112758,Gm36172,Gm36172,lncRNA,lncRNA
ENSMUSG00000112761,Gm47972,Gm47972,lncRNA,lncRNA
ENSMUSG00000112762,4930459C07Rik,4930459C07Rik,lncRNA,lncRNA
ENSMUSG00000112763,Gm34304,Gm34304,lncRNA,lncRNA
ENSMUSG00000112765,9430078K24Rik,9430078K24Rik,lncRNA,lncRNA
ENSMUSG00000112766,Gm40645,Gm40645,lncRNA,lncRNA
ENSMUSG00000112767,Gm47532,Gm47532,lncRNA,lncRNA
ENSMUSG00000112771,Gm47718,Gm47718,lncRNA,lncRNA
ENSMUSG00000112773,Gm3137,Gm3137,lncRNA,lncRNA
ENSMUSG00000112774,Gm36041,Gm36041,lncRNA,lncRNA
ENSMUSG00000112775,Gm48722,Gm48722,lncRNA,lncRNA
ENSMUSG00000112778,Gm33677,Gm33677,lncRNA,lncRNA
ENSMUSG00000112780,Gm48410,Gm48410,lncRNA,lncRNA
ENSMUSG00000112781,Gm9046,Gm9046,protein_coding,protein_coding
ENSMUSG00000112784,Gm34868,Gm34868,lncRNA,lncRNA
ENSMUSG00000112785,Gm47645,Gm47645,lncRNA,lncRNA
ENSMUSG00000112787,Gm48790,Gm48790,lncRNA,lncRNA
ENSMUSG00000112792,Gm38407,Gm38407,lncRNA,lncRNA
ENSMUSG00000112793,Gm32872,Gm32872,lncRNA,lncRNA
ENSMUSG00000112796,Gm40770,Gm40770,lncRNA,lncRNA
