Gene_Ensembl_ID,2020_Gene_Name,2024_Gene_Name,2020_Gene_Type,2024_Gene_Type
ENSG00000272323,AC026801.2,TTC23L-AS1,lncRNA,lncRNA
ENSG00000272324,AC012629.2,DAP-DT,lncRNA,lncRNA
ENSG00000272325,NUDT3,NUDT3,protein_coding,protein_coding
ENSG00000272328,AC007128.2,,lncRNA,lncRNA
ENSG00000272329,AL353581.1,,lncRNA,lncRNA
ENSG00000272330,AC002044.1,,lncRNA,lncRNA
ENSG00000272333,KMT2B,KMT2B,protein_coding,protein_coding
ENSG00000272334,AC011816.2,,lncRNA,lncRNA
ENSG00000272335,AC093297.2,,lncRNA,lncRNA
ENSG00000272338,AC067838.1,,lncRNA,lncRNA
ENSG00000272341,AL137003.2,,lncRNA,lncRNA
ENSG00000272342,AC116609.3,LINC01115,lncRNA,lncRNA
ENSG00000272343,AC107952.2,,lncRNA,lncRNA
ENSG00000272345,AL031775.1,,lncRNA,lncRNA
ENSG00000272347,AC116351.2,,lncRNA,lncRNA
ENSG00000272354,AC092354.1,,lncRNA,
ENSG00000272356,AL080317.2,,lncRNA,lncRNA
ENSG00000272360,AC116036.2,,lncRNA,lncRNA
ENSG00000272361,AC005014.2,,lncRNA,lncRNA
ENSG00000272362,AL160408.5,,lncRNA,lncRNA
ENSG00000272366,AL158211.3,,lncRNA,lncRNA
ENSG00000272368,AC074032.1,,lncRNA,lncRNA
ENSG00000272369,AC008035.1,,lncRNA,lncRNA
ENSG00000272370,AC092354.2,,lncRNA,
ENSG00000272371,AL591167.1,,lncRNA,lncRNA
ENSG00000272372,AC009102.2,,lncRNA,lncRNA
ENSG00000272374,Z97832.2,SCUBE3-AS1,lncRNA,lncRNA
ENSG00000272375,AC026979.3,,lncRNA,lncRNA
ENSG00000272379,AL008729.2,,lncRNA,lncRNA
ENSG00000272381,LINC02664,LINC02664,lncRNA,lncRNA
ENSG00000272382,AC025171.5,,lncRNA,lncRNA
ENSG00000272384,AC016405.3,,lncRNA,lncRNA
ENSG00000272386,AC015802.5,,lncRNA,lncRNA
ENSG00000272391,POM121C,POM121C,protein_coding,protein_coding
ENSG00000272395,,IFNL4,,protein_coding
ENSG00000272396,AC005392.3,,lncRNA,lncRNA
ENSG00000272397,AL138916.2,,lncRNA,lncRNA
ENSG00000272398,CD24,CD24,protein_coding,protein_coding
ENSG00000272402,AL031775.2,,lncRNA,lncRNA
ENSG00000272405,AL365181.3,,lncRNA,lncRNA
ENSG00000272406,AC108102.1,,lncRNA,lncRNA
ENSG00000272411,AC116312.1,,lncRNA,lncRNA
ENSG00000272416,AC025175.1,,lncRNA,lncRNA
ENSG00000272417,AC034229.4,,lncRNA,lncRNA
ENSG00000272418,AC090607.4,,lncRNA,lncRNA
ENSG00000272420,AL513477.2,,lncRNA,lncRNA
ENSG00000272425,AC009902.3,,lncRNA,lncRNA
ENSG00000272426,BX284668.6,,lncRNA,lncRNA
ENSG00000272428,AL450270.1,,lncRNA,lncRNA
ENSG00000272430,LINC02637,LINC02637,lncRNA,lncRNA
ENSG00000272431,AC104117.5,ZNF454-DT,lncRNA,lncRNA
ENSG00000272432,AL031432.3,,lncRNA,lncRNA
ENSG00000272434,AC137630.3,,lncRNA,lncRNA
ENSG00000272438,AL645608.6,,lncRNA,lncRNA
ENSG00000272440,AC080013.6,,lncRNA,
ENSG00000272444,AL118558.4,,lncRNA,lncRNA
ENSG00000272447,AL135925.1,,lncRNA,lncRNA
ENSG00000272449,AL139246.5,,lncRNA,lncRNA
ENSG00000272455,AL391244.2,MRPL20-DT,lncRNA,lncRNA
ENSG00000272456,AC087045.2,,lncRNA,lncRNA
ENSG00000272457,AC113194.1,,lncRNA,lncRNA
ENSG00000272459,AC139795.3,FAM193B-DT,lncRNA,lncRNA
ENSG00000272461,AP005328.1,,lncRNA,lncRNA
ENSG00000272462,U91328.1,LINC02980,lncRNA,lncRNA
ENSG00000272463,AL357054.4,,lncRNA,lncRNA
ENSG00000272465,AL031768.1,,lncRNA,lncRNA
ENSG00000272468,AL021807.1,,lncRNA,lncRNA
ENSG00000272472,AL512283.1,,lncRNA,lncRNA
ENSG00000272473,AC006273.1,,lncRNA,lncRNA
ENSG00000272476,AL024507.2,,lncRNA,lncRNA
ENSG00000272477,AC144521.1,,lncRNA,lncRNA
ENSG00000272478,AL020996.3,,lncRNA,lncRNA
ENSG00000272479,AC010857.1,,lncRNA,lncRNA
ENSG00000272482,AC254633.1,,lncRNA,lncRNA
ENSG00000272483,AC022001.3,,lncRNA,lncRNA
ENSG00000272485,AL392183.1,,lncRNA,lncRNA
ENSG00000272489,AL132656.3,,lncRNA,lncRNA
ENSG00000272491,AL109659.2,,lncRNA,lncRNA
ENSG00000272498,AC090948.2,,lncRNA,lncRNA
ENSG00000272501,AL662844.4,,lncRNA,lncRNA
ENSG00000272502,AC104958.2,,lncRNA,lncRNA
ENSG00000272505,AC104964.4,,lncRNA,lncRNA
ENSG00000272506,AL357078.2,,lncRNA,lncRNA
ENSG00000272509,AC087752.4,,lncRNA,lncRNA
ENSG00000272510,AL121992.3,,lncRNA,lncRNA
ENSG00000272512,AL645608.7,,lncRNA,lncRNA
ENSG00000272514,CFAP206,CFAP206,protein_coding,protein_coding
ENSG00000272515,AL355578.1,,lncRNA,lncRNA
ENSG00000272516,AL158211.4,,lncRNA,lncRNA
ENSG00000272518,AC036214.2,,lncRNA,lncRNA
ENSG00000272519,AC079610.2,,lncRNA,lncRNA
ENSG00000272523,LINC01023,LINC01023,lncRNA,lncRNA
ENSG00000272525,AC099522.2,BTF3-DT,lncRNA,lncRNA
ENSG00000272529,AC090948.3,,lncRNA,lncRNA
ENSG00000272537,AC005014.3,,lncRNA,lncRNA
ENSG00000272540,AL662797.1,,lncRNA,lncRNA
ENSG00000272541,AL021368.3,,lncRNA,lncRNA
ENSG00000272542,AL137246.1,,lncRNA,lncRNA
ENSG00000272545,AC023813.4,,lncRNA,lncRNA
ENSG00000272549,LINC02538,LINC02538,lncRNA,lncRNA
ENSG00000272551,AC017048.3,,lncRNA,
ENSG00000272554,AC012087.2,,lncRNA,lncRNA
ENSG00000272555,AC009974.1,,lncRNA,lncRNA
ENSG00000272558,U91328.2,,lncRNA,lncRNA
ENSG00000272562,AL512343.2,H3-3A-DT,lncRNA,lncRNA
ENSG00000272563,AC016745.2,,lncRNA,lncRNA
ENSG00000272564,AC012511.1,,lncRNA,lncRNA
ENSG00000272566,AF250324.1,,lncRNA,lncRNA
ENSG00000272567,AC109347.2,,lncRNA,
ENSG00000272568,AC005162.3,CPVL-AS2,lncRNA,lncRNA
ENSG00000272572,AL138762.1,,lncRNA,lncRNA
ENSG00000272573,MUSTN1,MUSTN1,protein_coding,protein_coding
ENSG00000272574,AL596325.2,,lncRNA,lncRNA
ENSG00000272575,LINC02098,LINC02098,lncRNA,lncRNA
ENSG00000272576,AC027271.1,,lncRNA,lncRNA
ENSG00000272582,AL031587.3,,lncRNA,lncRNA
ENSG00000272583,AL592494.2,,lncRNA,lncRNA
ENSG00000272588,AC139887.4,,lncRNA,lncRNA
ENSG00000272589,ZSWIM8-AS1,ZSWIM8-AS1,lncRNA,lncRNA
ENSG00000272592,AL451049.1,,lncRNA,lncRNA
ENSG00000272593,AL359091.3,,lncRNA,
ENSG00000272597,AC063944.3,,lncRNA,lncRNA
ENSG00000272599,AC016394.2,,lncRNA,lncRNA
ENSG00000272600,AC007308.1,,lncRNA,lncRNA
ENSG00000272602,ZNF595,ZNF595,protein_coding,protein_coding
ENSG00000272604,AC073073.2,EFCAB10-AS1,lncRNA,lncRNA
ENSG00000272606,AC015982.2,PPP4R3B-DT,lncRNA,lncRNA
ENSG00000272609,AC016252.1,,lncRNA,lncRNA
ENSG00000272610,MAGI1-IT1,MAGI1-IT1,lncRNA,lncRNA
ENSG00000272619,AC093673.2,FAM131B-AS1,lncRNA,lncRNA
ENSG00000272620,AFAP1-AS1,AFAP1-AS1,lncRNA,lncRNA
ENSG00000272622,AC010735.2,,lncRNA,lncRNA
ENSG00000272625,AP000919.4,,lncRNA,lncRNA
ENSG00000272626,AC021146.12,,lncRNA,lncRNA
ENSG00000272627,AC016542.1,,lncRNA,lncRNA
ENSG00000272630,AL731563.3,,lncRNA,lncRNA
ENSG00000272631,AC067750.1,,lncRNA,lncRNA
ENSG00000272632,AC097504.2,,lncRNA,lncRNA
ENSG00000272636,DOC2B,DOC2B,protein_coding,protein_coding
ENSG00000272638,AC006027.1,,lncRNA,lncRNA
ENSG00000272642,AP003121.1,,lncRNA,lncRNA
ENSG00000272644,AC097468.3,,lncRNA,
ENSG00000272646,AC079766.1,,lncRNA,lncRNA
ENSG00000272650,AC110792.3,,lncRNA,lncRNA
ENSG00000272654,AL358472.2,JTB-DT,lncRNA,lncRNA
ENSG00000272656,AC024933.1,,lncRNA,lncRNA
ENSG00000272660,AC090425.2,,lncRNA,lncRNA
ENSG00000272661,AC021097.1,,lncRNA,lncRNA
ENSG00000272662,AC073352.1,TIMMDC1-DT,lncRNA,lncRNA
ENSG00000272663,AC093635.1,PPP1R21-DT,lncRNA,lncRNA
ENSG00000272666,U62317.1,KLHDC7B-DT,lncRNA,lncRNA
ENSG00000272667,AC012306.2,,lncRNA,lncRNA
ENSG00000272668,AL590560.3,,lncRNA,lncRNA
ENSG00000272669,AL021707.6,,lncRNA,lncRNA
ENSG00000272672,AL391497.1,,lncRNA,lncRNA
ENSG00000272674,PCDHB16,PCDHB16,protein_coding,protein_coding
ENSG00000272677,AC124016.1,HNRNPD-DT,lncRNA,lncRNA
ENSG00000272678,AC112503.1,,lncRNA,lncRNA
ENSG00000272681,FAM223B,FAM223B,lncRNA,lncRNA
ENSG00000272682,AC004471.2,,lncRNA,lncRNA
ENSG00000272686,AC006333.2,WASL-DT,lncRNA,lncRNA
ENSG00000272688,AP005329.3,,lncRNA,lncRNA
ENSG00000272689,AC004832.4,,lncRNA,lncRNA
ENSG00000272690,LINC02018,LINC02018,lncRNA,lncRNA
ENSG00000272691,AC092807.2,,lncRNA,lncRNA
ENSG00000272692,AC010997.4,,lncRNA,lncRNA
ENSG00000272694,Z94160.2,,lncRNA,lncRNA
ENSG00000272695,GAS6-DT,GAS6-DT,lncRNA,lncRNA
ENSG00000272696,AL359091.4,,lncRNA,lncRNA
ENSG00000272699,AC007620.3,,lncRNA,lncRNA
ENSG00000272701,MESTIT1,MESTIT1,lncRNA,lncRNA
ENSG00000272702,AC010913.1,,lncRNA,lncRNA
ENSG00000272703,AP005137.2,,lncRNA,lncRNA
ENSG00000272707,AC046143.2,,lncRNA,lncRNA
ENSG00000272711,AC019069.1,HK2-DT,lncRNA,lncRNA
ENSG00000272715,AL157904.1,,lncRNA,lncRNA
ENSG00000272716,AL121658.1,SLC30A6-DT,lncRNA,lncRNA
ENSG00000272717,AC112236.2,,lncRNA,lncRNA
ENSG00000272719,AC006483.2,,lncRNA,lncRNA
ENSG00000272720,AL022322.1,,lncRNA,lncRNA
ENSG00000272721,AC131235.2,EIF2B5-DT,lncRNA,lncRNA
ENSG00000272727,LINC02266,LINC02266,lncRNA,lncRNA
ENSG00000272729,AC009336.1,,lncRNA,lncRNA
ENSG00000272732,AC004982.1,,lncRNA,lncRNA
ENSG00000272733,AP000345.2,,lncRNA,lncRNA
ENSG00000272734,ADIRF-AS1,ADIRF-AS1,lncRNA,lncRNA
ENSG00000272735,AC007881.3,,lncRNA,lncRNA
ENSG00000272736,AC005323.2,,lncRNA,lncRNA
ENSG00000272742,AC135457.1,,lncRNA,lncRNA
ENSG00000272744,AC107214.2,,lncRNA,lncRNA
ENSG00000272745,AC004948.1,,lncRNA,lncRNA
ENSG00000272746,AP005131.7,,lncRNA,
ENSG00000272748,AC063962.1,,lncRNA,lncRNA
ENSG00000272750,AL592148.3,,lncRNA,lncRNA
ENSG00000272754,AL133245.1,,lncRNA,lncRNA
ENSG00000272755,AC245297.2,,lncRNA,lncRNA
ENSG00000272758,AC083798.2,WDR5B-DT,lncRNA,lncRNA
ENSG00000272760,AC093726.1,,lncRNA,lncRNA
ENSG00000272763,AC103702.2,LINC03057,lncRNA,lncRNA
ENSG00000272764,AL596094.1,,lncRNA,lncRNA
ENSG00000272767,JMJD1C-AS1,JMJD1C-AS1,lncRNA,lncRNA
ENSG00000272768,AC004854.2,,lncRNA,lncRNA
ENSG00000272769,AC097532.2,,lncRNA,lncRNA
ENSG00000272770,AC005696.2,,lncRNA,lncRNA
ENSG00000272774,AC112219.2,,lncRNA,lncRNA
ENSG00000272777,AC019131.2,,lncRNA,lncRNA
ENSG00000272783,AC147067.2,,lncRNA,lncRNA
ENSG00000272784,AC019193.2,,lncRNA,lncRNA
ENSG00000272787,AC253536.6,,lncRNA,lncRNA
ENSG00000272788,AP000864.1,,lncRNA,lncRNA
ENSG00000272789,AC010976.2,,lncRNA,lncRNA
ENSG00000272791,AC073389.3,,lncRNA,lncRNA
ENSG00000272795,AC126283.1,GAR1-DT,lncRNA,lncRNA
ENSG00000272797,AC092954.1,,lncRNA,lncRNA
ENSG00000272798,AL008721.1,,lncRNA,lncRNA
ENSG00000272799,AC006238.1,,lncRNA,lncRNA
ENSG00000272800,AC021851.1,,lncRNA,lncRNA
ENSG00000272804,KRTAP10-7,KRTAP10-7,protein_coding,protein_coding
ENSG00000272807,AC007038.2,,lncRNA,lncRNA
ENSG00000272810,U91328.3,,lncRNA,lncRNA
ENSG00000272812,AC004908.2,,lncRNA,lncRNA
ENSG00000272814,AC093732.2,,lncRNA,lncRNA
ENSG00000272817,AL359198.1,,lncRNA,lncRNA
ENSG00000272821,U62317.2,,lncRNA,lncRNA
ENSG00000272823,AL445423.1,,lncRNA,lncRNA
ENSG00000272824,AC245100.6,,lncRNA,lncRNA
ENSG00000272825,AL844908.1,,lncRNA,lncRNA
ENSG00000272829,AC002470.1,,lncRNA,lncRNA
ENSG00000272831,AC027644.3,,lncRNA,lncRNA
ENSG00000272832,AC022296.4,,lncRNA,lncRNA
ENSG00000272834,AL022238.3,,lncRNA,lncRNA
ENSG00000272836,AL022328.1,,lncRNA,lncRNA
ENSG00000272839,AC011899.3,,lncRNA,lncRNA
ENSG00000272840,AC092902.2,,lncRNA,lncRNA
ENSG00000272841,AL139393.3,MAP3K4-AS1,lncRNA,lncRNA
ENSG00000272842,AL391834.1,,lncRNA,lncRNA
ENSG00000272843,AC211476.2,,lncRNA,lncRNA
ENSG00000272844,AC074044.1,,lncRNA,lncRNA
ENSG00000272848,AL135910.1,,lncRNA,lncRNA
ENSG00000272849,AC084018.1,,lncRNA,lncRNA
ENSG00000272851,AC096772.1,,lncRNA,lncRNA
ENSG00000272853,AC069544.1,SUV39H2-DT,lncRNA,lncRNA
ENSG00000272854,AC004839.2,,lncRNA,lncRNA
ENSG00000272855,AC104458.1,,lncRNA,lncRNA
ENSG00000272856,AC112250.2,,lncRNA,lncRNA
ENSG00000272858,Z93930.3,,lncRNA,lncRNA
ENSG00000272861,AC012360.2,,lncRNA,lncRNA
ENSG00000272862,AC106052.1,,lncRNA,lncRNA
ENSG00000272864,AC135803.1,,lncRNA,lncRNA
ENSG00000272865,AL591686.2,,lncRNA,lncRNA
ENSG00000272866,AL135786.2,,lncRNA,lncRNA
ENSG00000272870,AC097534.2,SAP30-DT,lncRNA,lncRNA
ENSG00000272871,AL159169.2,,lncRNA,lncRNA
ENSG00000272872,AP000525.1,,lncRNA,lncRNA
ENSG00000272874,AL034548.1,,lncRNA,lncRNA
ENSG00000272880,AL161734.1,,lncRNA,
ENSG00000272885,AC092574.1,,lncRNA,lncRNA
ENSG00000272886,DCP1A,DCP1A,protein_coding,protein_coding
ENSG00000272888,LINC01578,CHASERR,lncRNA,lncRNA
ENSG00000272892,AL133551.1,,lncRNA,lncRNA
ENSG00000272894,AC004982.2,MIOS-DT,lncRNA,lncRNA
ENSG00000272895,AC009303.3,,lncRNA,lncRNA
ENSG00000272899,ATP6V1FNB,ATP6V1FNB,protein_coding,protein_coding
ENSG00000272902,TBC1D8-AS1,TBC1D8-AS1,lncRNA,lncRNA
ENSG00000272905,AC018648.1,,lncRNA,lncRNA
ENSG00000272906,AL353708.3,,lncRNA,lncRNA
ENSG00000272908,AC006033.2,,lncRNA,lncRNA
ENSG00000272909,AL122035.2,,lncRNA,lncRNA
ENSG00000272910,AC090425.3,,lncRNA,lncRNA
ENSG00000272911,AC005696.3,,lncRNA,lncRNA
ENSG00000272912,AL356608.1,,lncRNA,lncRNA
ENSG00000272913,AC009237.14,LINC03052,lncRNA,lncRNA
ENSG00000272914,AL359532.1,,lncRNA,lncRNA
ENSG00000272915,AC018635.2,,lncRNA,lncRNA
ENSG00000272918,AC005070.3,,lncRNA,lncRNA
ENSG00000272920,hsa-mir-1253,hsa-mir-1253,lncRNA,lncRNA
ENSG00000272922,AC107294.1,,lncRNA,lncRNA
ENSG00000272923,AC092139.1,,lncRNA,
ENSG00000272927,AC107464.3,,lncRNA,lncRNA
ENSG00000272931,AC099568.2,LRRC8D-DT,lncRNA,lncRNA
ENSG00000272933,AL391121.1,TRIM8-DT,lncRNA,lncRNA
ENSG00000272936,AC096586.1,,lncRNA,lncRNA
ENSG00000272940,U62317.3,,lncRNA,lncRNA
ENSG00000272941,AC083862.2,,lncRNA,lncRNA
ENSG00000272942,AL022324.3,,lncRNA,lncRNA
ENSG00000272944,AC079834.2,,lncRNA,lncRNA
ENSG00000272945,AL356299.2,,lncRNA,lncRNA
ENSG00000272948,AP001412.1,,lncRNA,lncRNA
ENSG00000272950,AC093799.1,,lncRNA,lncRNA
ENSG00000272953,AC092171.4,,lncRNA,lncRNA
ENSG00000272954,AP000553.2,,lncRNA,lncRNA
ENSG00000272958,AP000322.1,,lncRNA,lncRNA
ENSG00000272966,AC064836.2,,lncRNA,lncRNA
ENSG00000272967,AC073352.2,,lncRNA,lncRNA
ENSG00000272969,AC024243.1,,lncRNA,lncRNA
ENSG00000272970,AC107294.2,,lncRNA,lncRNA
ENSG00000272971,AL365181.4,,lncRNA,lncRNA
ENSG00000272973,AP000350.5,,lncRNA,lncRNA
ENSG00000272977,AL008721.2,,lncRNA,lncRNA
ENSG00000272979,AC093388.1,,lncRNA,lncRNA
ENSG00000272982,AL355816.1,,lncRNA,lncRNA
ENSG00000272983,AL117339.4,,lncRNA,lncRNA
ENSG00000272984,AC007349.4,,lncRNA,lncRNA
ENSG00000272986,AC009570.1,,lncRNA,lncRNA
ENSG00000272987,,OR5AL1,,protein_coding
ENSG00000272988,AC022392.1,,lncRNA,lncRNA
ENSG00000272989,LINC02012,LINC02012,lncRNA,lncRNA
ENSG00000272990,AC084036.1,,lncRNA,lncRNA
ENSG00000272991,AF129408.1,,lncRNA,lncRNA
ENSG00000272994,AC012360.3,C2orf49-DT,lncRNA,lncRNA
ENSG00000272995,AC097505.1,,lncRNA,lncRNA
ENSG00000273001,AL731533.2,PFKP-DT,lncRNA,lncRNA
ENSG00000273002,AL355388.2,ARHGEF2-AS2,lncRNA,lncRNA
ENSG00000273004,AL078644.2,,lncRNA,lncRNA
ENSG00000273006,AC009229.3,,lncRNA,lncRNA
ENSG00000273007,AC021205.3,,lncRNA,lncRNA
ENSG00000273008,AC010864.1,CSGALNACT2-DT,lncRNA,lncRNA
ENSG00000273010,AL360270.3,,lncRNA,lncRNA
ENSG00000273011,AC092681.3,,lncRNA,lncRNA
ENSG00000273012,AL353600.1,,lncRNA,lncRNA
ENSG00000273013,AC117490.2,,lncRNA,lncRNA
ENSG00000273014,AC018645.3,,lncRNA,lncRNA
ENSG00000273015,AC008124.1,LINC00938,lncRNA,lncRNA
ENSG00000273017,AP000240.1,,lncRNA,lncRNA
ENSG00000273018,FAM106A,FAM106A,lncRNA,lncRNA
ENSG00000273026,AL358472.3,,lncRNA,lncRNA
ENSG00000273027,AL844908.2,,lncRNA,lncRNA
ENSG00000273032,DGCR9,DGCR5,lncRNA,lncRNA
ENSG00000273033,LINC02035,LINC02035,lncRNA,lncRNA
ENSG00000273035,AC007684.2,,lncRNA,lncRNA
ENSG00000273038,AL365203.2,,lncRNA,
ENSG00000273044,AL022334.2,,lncRNA,lncRNA
ENSG00000273045,C2orf15,C2orf15,protein_coding,protein_coding
ENSG00000273055,AC005046.1,,lncRNA,lncRNA
ENSG00000273056,AL354694.1,,lncRNA,lncRNA
ENSG00000273058,AL359921.2,,lncRNA,lncRNA
ENSG00000273059,AC239803.1,,lncRNA,lncRNA
ENSG00000273061,CDC37L1-DT,CDC37L1-DT,lncRNA,lncRNA
ENSG00000273062,AL449106.1,RALGPS2-AS1,lncRNA,lncRNA
ENSG00000273063,AC007250.1,,lncRNA,lncRNA
ENSG00000273064,AC017083.1,,lncRNA,lncRNA
ENSG00000273068,Z99755.2,,lncRNA,lncRNA
ENSG00000273069,AC211433.2,,lncRNA,lncRNA
ENSG00000273073,AC073869.3,,lncRNA,lncRNA
ENSG00000273076,AL021707.7,,lncRNA,lncRNA
ENSG00000273077,AC110609.1,,lncRNA,lncRNA
ENSG00000273079,GRIN2B,GRIN2B,protein_coding,protein_coding
ENSG00000273080,AC009309.1,,lncRNA,lncRNA
ENSG00000273082,Z73429.1,LARGE1-AS1,lncRNA,lncRNA
ENSG00000273084,AC092171.5,LINC03073,lncRNA,lncRNA
ENSG00000273085,,OR52E1,,protein_coding
ENSG00000273090,AC007378.1,,lncRNA,lncRNA
ENSG00000273091,AP000255.1,,lncRNA,lncRNA
ENSG00000273093,AC097065.2,,lncRNA,lncRNA
ENSG00000273096,AL021707.8,,lncRNA,lncRNA
ENSG00000273098,AC005303.1,,lncRNA,lncRNA
ENSG00000273100,AL596442.2,,lncRNA,lncRNA
ENSG00000273102,AP000569.1,,lncRNA,lncRNA
ENSG00000273104,AP000322.2,,lncRNA,lncRNA
ENSG00000273106,AC019129.2,PPM1B-DT,lncRNA,lncRNA
ENSG00000273107,AL512598.1,,lncRNA,lncRNA
ENSG00000273108,AL121929.2,,lncRNA,lncRNA
ENSG00000273110,AL162591.2,,lncRNA,lncRNA
ENSG00000273111,LYPD4,LYPD4,protein_coding,protein_coding
ENSG00000273113,AC133528.1,,lncRNA,lncRNA
ENSG00000273115,AP001596.2,,lncRNA,lncRNA
ENSG00000273117,AC144652.1,INSIG1-DT,lncRNA,lncRNA
ENSG00000273118,AC093865.1,,lncRNA,lncRNA
ENSG00000273119,AP005229.2,,lncRNA,lncRNA
ENSG00000273123,AC020634.2,,lncRNA,lncRNA
ENSG00000273124,AL365434.2,,lncRNA,lncRNA
ENSG00000273125,LINC01990,LINC01990,lncRNA,lncRNA
ENSG00000273129,PACERR,PACERR,lncRNA,lncRNA
ENSG00000273132,AL355312.4,,lncRNA,lncRNA
ENSG00000273133,AC116651.1,,lncRNA,lncRNA
ENSG00000273136,NBPF26,NBPF26,protein_coding,protein_coding
ENSG00000273137,AL022328.2,SELENOO-AS1,lncRNA,lncRNA
ENSG00000273138,AC005021.1,,lncRNA,lncRNA
ENSG00000273139,AC007663.3,,lncRNA,lncRNA
ENSG00000273141,AP001269.4,,lncRNA,lncRNA
ENSG00000273142,LINC02604,LINC02604,lncRNA,lncRNA
ENSG00000273143,AL355512.1,DUSP5-DT,lncRNA,lncRNA
ENSG00000273145,BX537318.1,,lncRNA,lncRNA
ENSG00000273148,LINC00653,LCDR,lncRNA,lncRNA
ENSG00000273149,AL138963.4,,lncRNA,lncRNA
ENSG00000273151,AC073957.3,,lncRNA,lncRNA
ENSG00000273153,AC067747.1,,lncRNA,lncRNA
ENSG00000273156,AC124016.2,,lncRNA,lncRNA
ENSG00000273160,AL359962.2,,lncRNA,lncRNA
ENSG00000273162,AL133215.2,,lncRNA,lncRNA
ENSG00000273164,DGCR10,,lncRNA,
ENSG00000273165,AL121652.1,,lncRNA,lncRNA
ENSG00000273172,LINC02091,LINC02091,lncRNA,lncRNA
ENSG00000273173,SNURF,SNURF,protein_coding,protein_coding
ENSG00000273174,AC108673.2,,lncRNA,lncRNA
ENSG00000273175,BX323046.1,,lncRNA,lncRNA
ENSG00000273176,AL008635.1,,lncRNA,lncRNA
ENSG00000273177,AC092954.2,,lncRNA,lncRNA
ENSG00000273179,AC092535.5,,lncRNA,lncRNA
ENSG00000273180,AC019193.3,,lncRNA,lncRNA
ENSG00000273181,AC131235.3,,lncRNA,lncRNA
ENSG00000273183,AC093726.2,,lncRNA,lncRNA
ENSG00000273186,AL359091.5,,lncRNA,lncRNA
ENSG00000273188,AL022328.3,,lncRNA,lncRNA
ENSG00000273192,AL671710.1,,lncRNA,lncRNA
ENSG00000273196,AC062037.2,,lncRNA,lncRNA
ENSG00000273198,AL096803.4,,lncRNA,lncRNA
ENSG00000273199,AP000692.2,,lncRNA,lncRNA
ENSG00000273203,AC006946.2,,lncRNA,lncRNA
ENSG00000273204,AC104506.1,,lncRNA,lncRNA
ENSG00000273209,AC069148.1,,lncRNA,lncRNA
ENSG00000273210,AP001437.1,,lncRNA,lncRNA
ENSG00000273211,AC137630.4,,lncRNA,lncRNA
ENSG00000273212,AC000068.2,,lncRNA,lncRNA
ENSG00000273213,HIST2H3PS2,H3-7,protein_coding,protein_coding
ENSG00000273214,AL031587.4,,lncRNA,lncRNA
ENSG00000273216,AC002059.1,,lncRNA,lncRNA
ENSG00000273218,AC005776.2,,lncRNA,lncRNA
ENSG00000273219,AC091736.1,,lncRNA,lncRNA
ENSG00000273221,AL355816.2,,lncRNA,lncRNA
ENSG00000273226,AL391834.2,,lncRNA,lncRNA
ENSG00000273230,AC102953.2,,lncRNA,lncRNA
ENSG00000273232,AC090912.3,,lncRNA,lncRNA
ENSG00000273233,AC097724.1,,lncRNA,lncRNA
ENSG00000273238,TMEM271,TMEM271,protein_coding,protein_coding
ENSG00000273240,AC013468.1,,lncRNA,lncRNA
ENSG00000273243,Z82243.1,,lncRNA,lncRNA
ENSG00000273245,AC092653.1,,lncRNA,lncRNA
ENSG00000273247,AC097376.3,RAB33B-AS1,lncRNA,lncRNA
ENSG00000273248,AC010997.5,,lncRNA,lncRNA
ENSG00000273249,BX649632.1,WDR5-DT,lncRNA,lncRNA
ENSG00000273253,AL022328.4,TRABD-AS1,lncRNA,lncRNA
ENSG00000273254,AF129075.2,,lncRNA,lncRNA
ENSG00000273257,AC069200.1,LINC02928,lncRNA,lncRNA
ENSG00000273258,AC016737.2,,lncRNA,lncRNA
ENSG00000273261,AC092953.2,,lncRNA,lncRNA
ENSG00000273262,AL121928.1,,lncRNA,lncRNA
ENSG00000273264,AL360219.1,,lncRNA,lncRNA
ENSG00000273265,CNNM3-DT,CNNM3-DT,lncRNA,lncRNA
ENSG00000273267,AC097381.3,,lncRNA,lncRNA
ENSG00000273270,AC090114.2,LINC03072,lncRNA,lncRNA
ENSG00000273271,AP000254.2,,lncRNA,lncRNA
ENSG00000273272,U62317.4,,lncRNA,lncRNA
ENSG00000273274,ZBTB8B,ZBTB8B,protein_coding,protein_coding
ENSG00000273275,AC017083.2,,lncRNA,lncRNA
ENSG00000273284,AP001033.2,,lncRNA,lncRNA
ENSG00000273287,AL008718.2,,lncRNA,lncRNA
ENSG00000273289,AL121672.3,,lncRNA,lncRNA
ENSG00000273293,AC093458.1,,lncRNA,lncRNA
ENSG00000273295,AP000350.6,,lncRNA,lncRNA
ENSG00000273297,AC009275.1,LINC03060,lncRNA,lncRNA
ENSG00000273300,AC000068.3,,lncRNA,lncRNA
ENSG00000273301,AC016717.2,,lncRNA,
ENSG00000273302,AC016747.3,,lncRNA,lncRNA
ENSG00000273305,AC009237.15,,lncRNA,lncRNA
ENSG00000273306,AC018690.1,,lncRNA,lncRNA
ENSG00000273308,AC024560.3,,lncRNA,lncRNA
ENSG00000273311,DGCR11,DGCR11,lncRNA,lncRNA
ENSG00000273312,AL121749.1,,lncRNA,lncRNA
